Time, x, y, z, view_x, view_y, view_z
-1, -0.348, 1.900, 2.692, 0, 0, 0
-2, 2.652, 1.900, 3.692, 0, 0, 0
-3, -2.348, 1.900, 2.692, 0, 0, 0
-4, 2.652, 1.900, 2.692, 0, 0, 0
-5, 4.652, 1.900, 2.692, 0, 0, 0
0.000, -2.718, 1.087, -1.419, 0.962, 0.000, -0.274
0.042, -2.718, 1.087, -1.419, 0.962, 0.000, -0.274
0.083, -2.718, 1.087, -1.419, 0.962, -0.000, -0.274
0.125, -2.717, 1.087, -1.419, 0.962, 0.000, -0.274
0.167, -2.717, 1.087, -1.419, 0.962, 0.000, -0.274
0.208, -2.717, 1.087, -1.419, 0.962, 0.000, -0.274
0.250, -2.716, 1.087, -1.419, 0.962, 0.000, -0.273
0.292, -2.716, 1.087, -1.419, 0.962, -0.000, -0.273
0.333, -2.715, 1.087, -1.419, 0.962, 0.000, -0.273
0.375, -2.715, 1.087, -1.419, 0.962, -0.000, -0.273
0.417, -2.714, 1.087, -1.420, 0.962, 0.000, -0.273
0.458, -2.713, 1.087, -1.420, 0.962, -0.000, -0.273
0.500, -2.712, 1.087, -1.420, 0.962, 0.000, -0.273
0.542, -2.711, 1.087, -1.420, 0.962, 0.000, -0.273
0.583, -2.710, 1.087, -1.421, 0.962, -0.000, -0.273
0.625, -2.709, 1.087, -1.421, 0.962, 0.000, -0.273
0.667, -2.708, 1.087, -1.421, 0.962, 0.000, -0.273
0.708, -2.707, 1.087, -1.421, 0.962, 0.000, -0.273
0.750, -2.706, 1.087, -1.422, 0.962, 0.000, -0.272
0.792, -2.704, 1.087, -1.422, 0.962, 0.000, -0.272
0.833, -2.703, 1.087, -1.423, 0.962, -0.000, -0.272
0.875, -2.701, 1.087, -1.423, 0.962, 0.000, -0.272
0.917, -2.700, 1.087, -1.423, 0.962, -0.000, -0.272
0.958, -2.698, 1.087, -1.424, 0.962, 0.000, -0.272
1.000, -2.696, 1.087, -1.424, 0.962, -0.000, -0.271
1.042, -2.694, 1.087, -1.425, 0.962, -0.000, -0.271
1.083, -2.693, 1.087, -1.425, 0.963, 0.000, -0.271
1.125, -2.691, 1.087, -1.426, 0.963, 0.000, -0.271
1.167, -2.689, 1.087, -1.426, 0.963, -0.000, -0.271
1.208, -2.687, 1.087, -1.427, 0.963, 0.000, -0.271
1.250, -2.684, 1.087, -1.428, 0.963, -0.000, -0.270
1.292, -2.682, 1.087, -1.428, 0.963, 0.000, -0.270
1.333, -2.680, 1.087, -1.429, 0.963, 0.000, -0.270
1.375, -2.677, 1.087, -1.429, 0.963, 0.000, -0.270
1.417, -2.675, 1.087, -1.430, 0.963, 0.000, -0.269
1.458, -2.673, 1.087, -1.431, 0.963, 0.000, -0.269
1.500, -2.670, 1.087, -1.431, 0.963, 0.000, -0.269
1.542, -2.667, 1.087, -1.432, 0.963, 0.000, -0.269
1.583, -2.665, 1.087, -1.433, 0.963, 0.000, -0.268
1.625, -2.662, 1.087, -1.434, 0.963, -0.000, -0.268
1.667, -2.659, 1.087, -1.434, 0.963, 0.000, -0.268
1.708, -2.656, 1.087, -1.435, 0.964, 0.000, -0.268
1.750, -2.653, 1.087, -1.436, 0.964, 0.000, -0.267
1.792, -2.650, 1.087, -1.437, 0.964, -0.000, -0.267
1.833, -2.647, 1.087, -1.438, 0.964, 0.000, -0.267
1.875, -2.644, 1.087, -1.438, 0.964, -0.000, -0.266
1.917, -2.641, 1.087, -1.439, 0.964, 0.000, -0.266
1.958, -2.638, 1.087, -1.440, 0.964, 0.000, -0.266
2.000, -2.634, 1.087, -1.441, 0.964, 0.000, -0.265
2.042, -2.631, 1.087, -1.442, 0.964, 0.000, -0.265
2.083, -2.627, 1.087, -1.443, 0.964, -0.000, -0.265
2.125, -2.624, 1.087, -1.444, 0.964, 0.000, -0.264
2.167, -2.620, 1.087, -1.445, 0.965, 0.000, -0.264
2.208, -2.617, 1.087, -1.446, 0.965, 0.000, -0.264
2.250, -2.613, 1.087, -1.447, 0.965, -0.000, -0.263
2.292, -2.609, 1.087, -1.448, 0.965, -0.000, -0.263
2.333, -2.605, 1.087, -1.449, 0.965, 0.000, -0.262
2.375, -2.601, 1.087, -1.450, 0.965, 0.000, -0.262
2.417, -2.597, 1.087, -1.451, 0.965, -0.000, -0.262
2.458, -2.593, 1.087, -1.452, 0.965, 0.000, -0.261
2.500, -2.589, 1.087, -1.453, 0.965, 0.000, -0.261
2.542, -2.585, 1.087, -1.454, 0.965, -0.000, -0.260
2.583, -2.581, 1.087, -1.455, 0.966, 0.000, -0.260
2.625, -2.577, 1.087, -1.457, 0.966, 0.000, -0.260
2.667, -2.572, 1.087, -1.458, 0.966, -0.000, -0.259
2.708, -2.568, 1.087, -1.459, 0.966, 0.000, -0.259
2.750, -2.564, 1.087, -1.460, 0.966, -0.000, -0.258
2.792, -2.559, 1.087, -1.461, 0.966, 0.000, -0.258
2.833, -2.554, 1.087, -1.462, 0.966, 0.000, -0.257
2.875, -2.550, 1.087, -1.464, 0.966, 0.000, -0.257
2.917, -2.545, 1.087, -1.465, 0.967, -0.000, -0.256
2.958, -2.540, 1.087, -1.466, 0.967, 0.000, -0.256
3.000, -2.536, 1.087, -1.468, 0.967, 0.000, -0.256
3.042, -2.531, 1.087, -1.469, 0.967, 0.000, -0.255
3.083, -2.526, 1.087, -1.470, 0.967, -0.000, -0.255
3.125, -2.521, 1.087, -1.471, 0.967, 0.000, -0.254
3.167, -2.516, 1.087, -1.473, 0.967, 0.000, -0.254
3.208, -2.511, 1.087, -1.474, 0.967, -0.000, -0.253
3.250, -2.506, 1.087, -1.476, 0.968, 0.000, -0.253
3.292, -2.501, 1.087, -1.477, 0.968, 0.000, -0.252
3.333, -2.496, 1.087, -1.478, 0.968, 0.000, -0.252
3.375, -2.490, 1.087, -1.480, 0.968, 0.000, -0.251
3.417, -2.485, 1.087, -1.481, 0.968, -0.000, -0.250
3.458, -2.480, 1.087, -1.483, 0.968, 0.000, -0.250
3.500, -2.474, 1.087, -1.484, 0.968, -0.000, -0.249
3.542, -2.469, 1.087, -1.486, 0.969, -0.000, -0.249
3.583, -2.463, 1.087, -1.487, 0.969, 0.000, -0.248
3.625, -2.458, 1.087, -1.489, 0.969, 0.000, -0.248
3.667, -2.452, 1.087, -1.490, 0.969, -0.000, -0.247
3.708, -2.446, 1.087, -1.492, 0.969, -0.000, -0.247
3.750, -2.441, 1.087, -1.493, 0.969, 0.000, -0.246
3.792, -2.435, 1.087, -1.495, 0.969, 0.000, -0.245
3.833, -2.429, 1.087, -1.496, 0.970, 0.000, -0.245
3.875, -2.423, 1.087, -1.498, 0.970, 0.000, -0.244
3.917, -2.417, 1.087, -1.499, 0.970, -0.000, -0.243
3.958, -2.411, 1.087, -1.501, 0.970, -0.000, -0.243
4.000, -2.405, 1.087, -1.502, 0.970, 0.000, -0.242
4.042, -2.399, 1.087, -1.504, 0.971, 0.000, -0.241
4.083, -2.393, 1.087, -1.505, 0.971, -0.000, -0.240
4.125, -2.386, 1.087, -1.506, 0.971, 0.000, -0.239
4.167, -2.380, 1.087, -1.508, 0.971, 0.000, -0.239
4.208, -2.374, 1.087, -1.509, 0.971, 0.000, -0.238
4.250, -2.367, 1.087, -1.511, 0.972, 0.000, -0.237
4.292, -2.361, 1.087, -1.512, 0.972, -0.000, -0.236
4.333, -2.354, 1.087, -1.514, 0.972, -0.000, -0.235
4.375, -2.348, 1.087, -1.515, 0.972, 0.000, -0.234
4.417, -2.341, 1.087, -1.517, 0.972, 0.000, -0.234
4.458, -2.335, 1.087, -1.519, 0.973, 0.000, -0.233
4.500, -2.328, 1.087, -1.520, 0.973, 0.000, -0.232
4.542, -2.321, 1.087, -1.522, 0.973, 0.000, -0.231
4.583, -2.315, 1.087, -1.523, 0.973, 0.000, -0.230
4.625, -2.308, 1.087, -1.525, 0.973, -0.000, -0.229
4.667, -2.301, 1.087, -1.526, 0.974, -0.000, -0.228
4.708, -2.294, 1.087, -1.528, 0.974, 0.000, -0.227
4.750, -2.287, 1.087, -1.530, 0.974, 0.000, -0.227
4.792, -2.280, 1.087, -1.531, 0.974, 0.000, -0.226
4.833, -2.273, 1.087, -1.533, 0.974, 0.000, -0.225
4.875, -2.266, 1.087, -1.535, 0.975, 0.000, -0.224
4.917, -2.259, 1.087, -1.536, 0.975, 0.000, -0.223
4.958, -2.252, 1.087, -1.538, 0.975, 0.000, -0.222
5.000, -2.245, 1.087, -1.540, 0.975, 0.000, -0.221
5.042, -2.237, 1.087, -1.541, 0.975, 0.000, -0.220
5.083, -2.230, 1.087, -1.543, 0.976, -0.000, -0.219
5.125, -2.223, 1.087, -1.545, 0.976, -0.000, -0.218
5.167, -2.216, 1.087, -1.547, 0.976, 0.000, -0.217
5.208, -2.208, 1.087, -1.548, 0.976, 0.000, -0.216
5.250, -2.201, 1.087, -1.550, 0.977, 0.000, -0.215
5.292, -2.193, 1.087, -1.552, 0.977, 0.000, -0.214
5.333, -2.186, 1.087, -1.554, 0.977, 0.000, -0.213
5.375, -2.178, 1.087, -1.555, 0.977, 0.000, -0.212
5.417, -2.171, 1.087, -1.557, 0.977, 0.000, -0.211
5.458, -2.163, 1.087, -1.559, 0.978, 0.000, -0.210
5.500, -2.155, 1.087, -1.560, 0.978, 0.000, -0.209
5.542, -2.147, 1.087, -1.562, 0.978, -0.000, -0.207
5.583, -2.140, 1.087, -1.563, 0.979, 0.000, -0.206
5.625, -2.132, 1.087, -1.565, 0.979, -0.000, -0.205
5.667, -2.124, 1.087, -1.567, 0.979, 0.000, -0.203
5.708, -2.116, 1.087, -1.568, 0.979, 0.000, -0.202
5.750, -2.108, 1.087, -1.570, 0.980, 0.000, -0.201
5.792, -2.100, 1.087, -1.571, 0.980, 0.000, -0.199
5.833, -2.092, 1.087, -1.573, 0.980, 0.000, -0.198
5.875, -2.084, 1.087, -1.574, 0.981, -0.000, -0.196
5.917, -2.076, 1.087, -1.576, 0.981, 0.000, -0.195
5.958, -2.068, 1.087, -1.578, 0.981, 0.000, -0.194
6.000, -2.059, 1.087, -1.579, 0.981, 0.000, -0.192
6.042, -2.051, 1.087, -1.581, 0.982, 0.000, -0.191
6.083, -2.043, 1.087, -1.582, 0.982, -0.000, -0.189
6.125, -2.035, 1.087, -1.584, 0.982, 0.000, -0.188
6.167, -2.026, 1.087, -1.586, 0.982, 0.000, -0.186
6.208, -2.018, 1.087, -1.587, 0.983, 0.000, -0.185
6.250, -2.010, 1.087, -1.589, 0.983, 0.000, -0.183
6.292, -2.001, 1.087, -1.591, 0.983, 0.000, -0.182
6.333, -1.993, 1.087, -1.592, 0.984, -0.000, -0.181
6.375, -1.984, 1.087, -1.594, 0.984, 0.000, -0.179
6.417, -1.976, 1.087, -1.596, 0.984, 0.000, -0.178
6.458, -1.967, 1.087, -1.597, 0.984, 0.000, -0.176
6.500, -1.959, 1.087, -1.599, 0.985, 0.000, -0.175
6.542, -1.950, 1.087, -1.601, 0.985, -0.000, -0.173
6.583, -1.941, 1.087, -1.602, 0.985, 0.000, -0.172
6.625, -1.933, 1.087, -1.604, 0.985, 0.000, -0.170
6.667, -1.924, 1.087, -1.605, 0.986, 0.000, -0.168
6.708, -1.915, 1.087, -1.606, 0.986, 0.000, -0.166
6.750, -1.906, 1.087, -1.608, 0.987, 0.000, -0.164
6.792, -1.897, 1.087, -1.609, 0.987, 0.000, -0.162
6.833, -1.889, 1.087, -1.610, 0.987, -0.000, -0.159
6.875, -1.880, 1.087, -1.612, 0.988, 0.000, -0.157
6.917, -1.871, 1.087, -1.613, 0.988, 0.000, -0.155
6.958, -1.862, 1.087, -1.614, 0.988, 0.000, -0.153
7.000, -1.853, 1.087, -1.616, 0.989, 0.000, -0.151
7.042, -1.844, 1.087, -1.617, 0.989, 0.000, -0.149
7.083, -1.835, 1.087, -1.619, 0.989, 0.000, -0.147
7.125, -1.826, 1.087, -1.620, 0.989, 0.000, -0.145
7.167, -1.816, 1.087, -1.621, 0.990, 0.000, -0.143
7.208, -1.807, 1.087, -1.623, 0.990, 0.000, -0.140
7.250, -1.798, 1.087, -1.624, 0.990, 0.000, -0.138
7.292, -1.789, 1.087, -1.625, 0.991, 0.000, -0.136
7.333, -1.780, 1.087, -1.627, 0.991, 0.000, -0.134
7.375, -1.770, 1.087, -1.628, 0.991, 0.000, -0.132
7.417, -1.761, 1.087, -1.630, 0.992, -0.000, -0.130
7.458, -1.752, 1.087, -1.631, 0.992, 0.000, -0.128
7.500, -1.742, 1.087, -1.632, 0.992, 0.000, -0.125
7.542, -1.733, 1.087, -1.634, 0.992, 0.000, -0.123
7.583, -1.724, 1.087, -1.635, 0.993, -0.000, -0.120
7.625, -1.714, 1.087, -1.635, 0.993, -0.000, -0.117
7.667, -1.705, 1.087, -1.636, 0.993, 0.000, -0.114
7.708, -1.695, 1.087, -1.637, 0.994, -0.000, -0.111
7.750, -1.686, 1.087, -1.638, 0.994, 0.000, -0.108
7.792, -1.676, 1.087, -1.639, 0.994, -0.000, -0.105
7.833, -1.667, 1.087, -1.640, 0.995, -0.000, -0.102
7.875, -1.657, 1.087, -1.641, 0.995, -0.000, -0.099
7.917, -1.647, 1.087, -1.642, 0.995, -0.000, -0.096
7.958, -1.638, 1.087, -1.643, 0.996, -0.000, -0.093
8.000, -1.628, 1.087, -1.644, 0.996, 0.000, -0.090
8.042, -1.618, 1.087, -1.645, 0.996, 0.000, -0.087
8.083, -1.609, 1.087, -1.646, 0.996, -0.000, -0.084
8.125, -1.599, 1.087, -1.647, 0.997, 0.000, -0.081
8.167, -1.589, 1.087, -1.648, 0.997, 0.000, -0.078
8.208, -1.579, 1.087, -1.649, 0.997, 0.000, -0.075
8.250, -1.570, 1.087, -1.650, 0.997, -0.000, -0.072
8.292, -1.560, 1.087, -1.651, 0.998, -0.000, -0.068
8.333, -1.550, 1.087, -1.651, 0.998, -0.000, -0.064
8.375, -1.540, 1.087, -1.651, 0.998, -0.000, -0.060
8.417, -1.530, 1.087, -1.652, 0.998, -0.000, -0.056
8.458, -1.520, 1.087, -1.652, 0.999, -0.000, -0.052
8.500, -1.510, 1.087, -1.653, 0.999, 0.000, -0.048
8.542, -1.500, 1.087, -1.653, 0.999, -0.000, -0.044
8.583, -1.490, 1.087, -1.653, 0.999, -0.000, -0.039
8.625, -1.480, 1.087, -1.654, 0.999, -0.000, -0.035
8.667, -1.470, 1.087, -1.654, 1.000, -0.000, -0.031
8.708, -1.460, 1.087, -1.655, 1.000, -0.000, -0.027
8.750, -1.450, 1.087, -1.655, 1.000, -0.000, -0.023
8.792, -1.440, 1.087, -1.656, 1.000, -0.000, -0.019
8.833, -1.430, 1.087, -1.656, 1.000, -0.000, -0.015
8.875, -1.420, 1.087, -1.656, 1.000, -0.000, -0.010
8.917, -1.410, 1.087, -1.656, 1.000, -0.000, -0.006
8.958, -1.400, 1.087, -1.656, 1.000, -0.000, -0.000
9.000, -1.390, 1.087, -1.656, 1.000, -0.000, 0.005
9.042, -1.380, 1.087, -1.656, 1.000, -0.000, 0.011
9.083, -1.370, 1.087, -1.655, 1.000, -0.000, 0.016
9.125, -1.359, 1.087, -1.655, 1.000, -0.000, 0.022
9.167, -1.349, 1.087, -1.655, 1.000, -0.000, 0.027
9.208, -1.339, 1.087, -1.655, 0.999, -0.000, 0.033
9.250, -1.329, 1.087, -1.654, 0.999, -0.000, 0.038
9.292, -1.319, 1.087, -1.654, 0.999, -0.000, 0.044
9.333, -1.308, 1.087, -1.654, 0.999, 0.000, 0.049
9.375, -1.298, 1.087, -1.654, 0.998, 0.000, 0.055
9.417, -1.288, 1.087, -1.653, 0.998, 0.000, 0.060
9.458, -1.278, 1.087, -1.653, 0.998, 0.000, 0.067
9.500, -1.267, 1.087, -1.652, 0.997, 0.000, 0.074
9.542, -1.257, 1.087, -1.651, 0.997, 0.000, 0.081
9.583, -1.247, 1.087, -1.650, 0.996, 0.000, 0.088
9.625, -1.237, 1.087, -1.649, 0.995, 0.000, 0.096
9.667, -1.226, 1.087, -1.648, 0.995, -0.000, 0.103
9.708, -1.216, 1.087, -1.647, 0.994, -0.000, 0.110
9.750, -1.206, 1.087, -1.645, 0.993, -0.000, 0.117
9.792, -1.196, 1.087, -1.644, 0.992, 0.000, 0.124
9.833, -1.185, 1.087, -1.643, 0.991, -0.000, 0.131
9.875, -1.175, 1.087, -1.642, 0.990, 0.000, 0.138
9.917, -1.165, 1.087, -1.641, 0.989, 0.000, 0.147
9.958, -1.155, 1.087, -1.639, 0.988, -0.000, 0.155
10.000, -1.144, 1.087, -1.637, 0.986, -0.000, 0.164
10.042, -1.134, 1.087, -1.635, 0.985, 0.000, 0.173
10.083, -1.124, 1.087, -1.633, 0.983, 0.000, 0.182
10.125, -1.114, 1.087, -1.631, 0.982, 0.000, 0.191
10.167, -1.104, 1.087, -1.629, 0.980, 0.000, 0.200
10.208, -1.093, 1.087, -1.628, 0.978, 0.000, 0.208
10.250, -1.083, 1.087, -1.626, 0.976, 0.000, 0.217
10.292, -1.073, 1.087, -1.624, 0.974, 0.000, 0.226
10.333, -1.063, 1.087, -1.621, 0.972, -0.000, 0.237
10.375, -1.053, 1.087, -1.618, 0.969, 0.000, 0.247
10.417, -1.043, 1.087, -1.615, 0.966, -0.000, 0.258
10.458, -1.033, 1.087, -1.613, 0.963, -0.000, 0.268
10.500, -1.023, 1.087, -1.610, 0.960, -0.000, 0.278
10.542, -1.013, 1.087, -1.607, 0.957, -0.000, 0.289
10.583, -1.003, 1.087, -1.604, 0.954, -0.000, 0.299
10.625, -0.992, 1.087, -1.601, 0.951, -0.000, 0.309
10.667, -0.983, 1.087, -1.598, 0.947, -0.000, 0.321
10.708, -0.973, 1.087, -1.594, 0.943, -0.000, 0.332
10.750, -0.963, 1.087, -1.590, 0.939, -0.000, 0.344
10.792, -0.953, 1.087, -1.587, 0.935, -0.000, 0.356
10.833, -0.944, 1.087, -1.583, 0.930, -0.000, 0.367
10.875, -0.934, 1.087, -1.579, 0.926, -0.000, 0.379
10.917, -0.924, 1.087, -1.576, 0.921, -0.000, 0.390
10.958, -0.914, 1.087, -1.572, 0.916, -0.000, 0.401
11.000, -0.905, 1.087, -1.567, 0.910, 0.000, 0.414
11.042, -0.896, 1.087, -1.563, 0.905, 0.000, 0.426
11.083, -0.886, 1.087, -1.558, 0.899, 0.000, 0.438
11.125, -0.877, 1.087, -1.553, 0.893, 0.000, 0.450
11.167, -0.868, 1.087, -1.549, 0.887, 0.000, 0.462
11.208, -0.858, 1.087, -1.544, 0.881, 0.000, 0.474
11.250, -0.849, 1.087, -1.539, 0.874, 0.000, 0.486
11.292, -0.840, 1.087, -1.534, 0.867, 0.000, 0.498
11.333, -0.831, 1.087, -1.528, 0.860, 0.000, 0.510
11.375, -0.822, 1.087, -1.523, 0.853, 0.000, 0.522
11.417, -0.813, 1.087, -1.517, 0.846, 0.000, 0.534
11.458, -0.805, 1.087, -1.512, 0.838, 0.000, 0.545
11.500, -0.796, 1.087, -1.507, 0.831, 0.000, 0.557
11.542, -0.787, 1.087, -1.500, 0.823, -0.000, 0.568
11.583, -0.779, 1.087, -1.494, 0.815, -0.000, 0.579
11.625, -0.770, 1.087, -1.488, 0.807, -0.000, 0.590
11.667, -0.762, 1.087, -1.482, 0.799, -0.000, 0.601
11.708, -0.754, 1.087, -1.476, 0.791, -0.000, 0.612
11.750, -0.745, 1.087, -1.470, 0.783, -0.000, 0.623
11.792, -0.738, 1.087, -1.463, 0.774, -0.000, 0.633
11.833, -0.730, 1.087, -1.456, 0.766, -0.000, 0.643
11.875, -0.722, 1.087, -1.449, 0.758, 0.000, 0.652
11.917, -0.714, 1.087, -1.443, 0.749, 0.000, 0.662
11.958, -0.706, 1.087, -1.436, 0.741, 0.000, 0.672
12.000, -0.698, 1.087, -1.429, 0.733, 0.000, 0.681
12.042, -0.691, 1.087, -1.422, 0.724, 0.000, 0.689
12.083, -0.684, 1.087, -1.415, 0.716, 0.000, 0.698
12.125, -0.676, 1.087, -1.407, 0.708, 0.000, 0.707
12.167, -0.669, 1.087, -1.400, 0.699, 0.000, 0.715
12.208, -0.662, 1.087, -1.393, 0.691, 0.000, 0.723
